name,surname,championship_name,category,team_name,end_year,expected_standing,team_loyalty,country,dob,elo,race_skill,qualifying_skill,aggression,defending,stamina,consistency,start_reactions,wet_skill,tyre_management,fuel_management,blue_flag_conceding,weather_tyre_changes,avoidance_of_mistakes,avoidance_of_forced_mistakes,setup_downforce
Riccardo,Agostini,European Le Mans Series,GT3,Richard Mille AF Corse,2026,3,0.82,ITA,1994/04/20,1770,0.71,0.71,0.65,0.68,0.70,0.71,0.68,0.69,0.69,0.68,0.70,0.67,0.71,0.70,0.47
Davide,Rigon,European Le Mans Series,GT3,AF Corse,2026,4,0.82,ITA,1986/08/26,1780,0.72,0.72,0.66,0.69,0.71,0.72,0.69,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.44
Matt,Griffin,European Le Mans Series,GT3,Spirit of Race,2026,5,0.82,IRL,1982/11/01,1765,0.71,0.71,0.65,0.68,0.70,0.71,0.68,0.69,0.69,0.68,0.70,0.67,0.71,0.70,0.47
Laurin,Heinrich,European Le Mans Series,GT3,High Class Racing,2026,6,0.82,DEU,2001/09/26,1790,0.72,0.74,0.66,0.69,0.71,0.72,0.69,0.70,0.70,0.69,0.70,0.68,0.72,0.71,0.45
Daniel,Serra,European Le Mans Series,GT3,Kessel Racing,2026,7,0.76,BRA,1984/02/24,1795,0.73,0.75,0.67,0.70,0.72,0.73,0.70,0.71,0.73,0.72,0.70,0.69,0.73,0.72,0.44
Fran,Rueda,European Le Mans Series,GT3,Kessel Racing,2026,8,0.76,ESP,1996/01/01,1755,0.70,0.70,0.64,0.67,0.69,0.70,0.67,0.68,0.68,0.67,0.70,0.66,0.70,0.69,0.52
Valentin,Hasse-Clot,European Le Mans Series,GT3,Racing Spirit of Leman,2026,9,0.76,FRA,1996/01/01,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.68,0.67,0.70,0.66,0.68,0.67,0.42
Adam,Christodoulou,European Le Mans Series,GT3,Team Qatar by Iron Lynx,2026,10,0.76,GBR,1989/06/11,1750,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.68,0.67,0.70,0.66,0.68,0.67,0.46
Sergio,Sette Camara,European Le Mans Series,GT3,Iron Lynx,2026,11,0.76,BRA,1998/05/23,1770,0.71,0.71,0.67,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.39
Richard,Lietz,European Le Mans Series,GT3,Proton Competition,2026,12,0.76,AUT,1983/12/17,1788,0.72,0.74,0.66,0.69,0.71,0.70,0.69,0.72,0.72,0.71,0.70,0.70,0.70,0.69,0.42
Harry,King,European Le Mans Series,GT3,Proton Competition,2026,13,0.70,GBR,2001/01/20,1762,0.71,0.71,0.67,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.55
Lorcan,Hanafin,European Le Mans Series,GT3,GR Racing,2026,14,0.70,GBR,2002/01/01,1745,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.45
Jules,Gounon,Nürburgring Langstrecken-Serie,GT3_Gen2,Mercedes-AMG Team Getspeed,2026,1,0.82,AND,1994/12/31,1900,0.79,0.81,0.73,0.76,0.78,0.80,0.76,0.80,0.79,0.78,0.74,0.78,0.80,0.79,0.54
Daniel,Juncadella,Nürburgring Langstrecken-Serie,GT3_Gen2,Mercedes-AMG Team Getspeed,2026,2,0.82,ESP,1991/05/07,1875,0.78,0.80,0.72,0.75,0.77,0.76,0.75,0.76,0.76,0.75,0.73,0.74,0.76,0.75,0.47
Max,Verstappen,Nürburgring Langstrecken-Serie,GT3_Gen2,Emil Frey Racing,2026,3,0.82,NLD,1997/09/30,1950,0.83,0.85,0.79,0.80,0.82,0.81,0.80,0.81,0.81,0.80,0.78,0.79,0.81,0.80,0.56
Fabian,Schiller,Nürburgring Langstrecken-Serie,GT3_Gen2,Haupt Racing Team,2026,4,0.82,DEU,1997/10/24,1845,0.76,0.76,0.70,0.73,0.75,0.74,0.73,0.74,0.74,0.73,0.71,0.72,0.74,0.73,0.56
Maxime,Martin,Nürburgring Langstrecken-Serie,GT3_Gen2,ROWE Racing,2026,5,0.82,BEL,1986/03/20,1860,0.77,0.79,0.71,0.74,0.76,0.78,0.74,0.78,0.77,0.76,0.72,0.76,0.78,0.77,0.40
Maro,Engel,Nürburgring Langstrecken-Serie,GT3_Gen2,Mercedes-AMG Team Schnitzelalm,2026,6,0.82,DEU,1985/08/27,1885,0.79,0.81,0.73,0.76,0.78,0.80,0.76,0.80,0.79,0.78,0.74,0.78,0.80,0.79,0.56
Luca,Stolz,Nürburgring Langstrecken-Serie,GT3_Gen2,Mercedes-AMG Team Schnitzelalm,2026,7,0.82,DEU,1995/07/29,1865,0.77,0.79,0.71,0.74,0.76,0.78,0.74,0.78,0.77,0.76,0.72,0.76,0.78,0.77,0.49
Artur,Goroyan,Nürburgring Langstrecken-Serie,GT3_Gen2,Goroyan RT by Car Collection,2026,8,0.82,ARM,1993/01/01,1805,0.73,0.73,0.67,0.70,0.72,0.71,0.70,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.56
Alex,Fontana,Nürburgring Langstrecken-Serie,GT3_Gen2,Goroyan RT by Car Collection,2026,9,0.82,CHE,1992/08/05,1800,0.73,0.73,0.67,0.70,0.72,0.71,0.70,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.44
Nathanael,Berthon,Nürburgring Langstrecken-Serie,GT3_Gen2,Car Collection Motorsport,2026,10,0.82,FRA,1989/07/01,1810,0.74,0.74,0.68,0.71,0.73,0.72,0.71,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.45
Gabriele,Piana,Nürburgring Langstrecken-Serie,GT3_Gen2,Team Advan x HRT,2026,11,0.76,ITA,1986/10/03,1815,0.74,0.74,0.68,0.71,0.73,0.72,0.71,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.41
Dylan,Pereira,Nürburgring Langstrecken-Serie,GT3_Gen2,Dinamic GT,2026,12,0.76,LUX,1997/06/10,1800,0.73,0.73,0.69,0.70,0.72,0.71,0.70,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.56
Christian,Engelhart,Nürburgring Langstrecken-Serie,GT3_Gen2,Dinamic GT,2026,13,0.76,DEU,1986/12/13,1820,0.74,0.74,0.68,0.71,0.73,0.72,0.71,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.48
Maximilian,Paul,Nürburgring Langstrecken-Serie,GT3_Gen2,Paul Motorsport,2026,14,0.76,DEU,2000/01/01,1785,0.72,0.72,0.68,0.69,0.71,0.70,0.69,0.70,0.70,0.69,0.70,0.68,0.70,0.69,0.57
Pavel,Lefterov,Nürburgring Langstrecken-Serie,GT3_Gen2,Paul Motorsport,2026,15,0.76,BGR,1998/11/12,1775,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.56
Pierre,Kaffer,Nürburgring Langstrecken-Serie,GT3_Gen2,Scherer Sport PHX,2026,16,0.76,DEU,1976/11/7,1795,0.73,0.73,0.67,0.70,0.72,0.74,0.70,0.71,0.71,0.70,0.70,0.69,0.74,0.73,0.47
Christer,Joens,Nürburgring Langstrecken-Serie,GT3_Gen2,Scherer Sport PHX,2026,17,0.76,DEU,1987/07/23,1770,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.49
Kenneth,Heyer,Nürburgring Langstrecken-Serie,GT3_Gen2,Juta Racing,2026,18,0.76,DEU,1979/11/22,1765,0.71,0.71,0.65,0.68,0.70,0.72,0.68,0.69,0.69,0.68,0.70,0.67,0.72,0.71,0.39
Jannes,Fittje,Nürburgring Langstrecken-Serie,GT3_Gen2,Juta Racing,2026,19,0.76,DEU,1999/07/22,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.68,0.67,0.70,0.66,0.68,0.67,0.54
Christopher,Haase,Nürburgring Langstrecken-Serie,GT3_Gen2,Haupt Racing Team,2026,20,0.76,DEU,1987/09/26,1805,0.73,0.73,0.67,0.70,0.72,0.71,0.70,0.74,0.73,0.72,0.70,0.72,0.71,0.70,0.50
Alexander,Sims,Nürburgring Langstrecken-Serie,GT3_Gen2,ROWE Racing,2026,21,0.70,GBR,1988/03/15,1810,0.74,0.76,0.68,0.71,0.73,0.72,0.71,0.75,0.74,0.73,0.70,0.73,0.72,0.71,0.43
Ben,Green,Nürburgring Langstrecken-Serie,GT3_Gen2,ROWE Racing,2026,22,0.70,GBR,1997/5/22,1770,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.50
Nico,Menzel,Nürburgring Langstrecken-Serie,GT3_Gen2,Falken Motorsports,2026,23,0.70,DEU,1997/12/11,1785,0.72,0.72,0.66,0.69,0.71,0.70,0.69,0.70,0.70,0.69,0.70,0.68,0.70,0.69,0.40
Julien,Andlauer,Nürburgring Langstrecken-Serie,GT3_Gen2,Falken Motorsports,2026,24,0.70,FRA,1999/07/05,1790,0.72,0.74,0.68,0.69,0.71,0.70,0.69,0.73,0.72,0.71,0.70,0.71,0.70,0.69,0.53
Alexandru,Vasilescu,Nürburgring Langstrecken-Serie,GT4,AV Racing by Black Falcon,2026,1,0.82,ROU,1991/01/01,1745,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.54
Anton,Abee,Nürburgring Langstrecken-Serie,GT4,PROsport-Racing,2026,2,0.82,DEU,2004/01/01,1735,0.69,0.69,0.65,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.41
Yannik,Himmels,Nürburgring Langstrecken-Serie,GT4,PROsport-Racing,2026,3,0.82,DEU,1998/1/1,1730,0.68,0.68,0.64,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.40
Joerg,Viebahn,Nürburgring Langstrecken-Serie,GT4,PROsport-Racing,2026,4,0.82,DEU,1966/01/01,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.45
Russ,Turner,Nürburgring Langstrecken-Serie,GT4,AV Racing by Black Falcon,2026,5,0.82,USA,1975/01/01,1720,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.53
David,Ogburn,Nürburgring Langstrecken-Serie,GT4,AV Racing by Black Falcon,2026,6,0.82,USA,1980/01/01,1715,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.42
Judson,Holt,Nürburgring Langstrecken-Serie,GT4,AV Racing by Black Falcon,2026,7,0.82,USA,1980/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.42
Denny,Stripling,Nürburgring Langstrecken-Serie,GT4,AV Racing by Black Falcon,2026,8,0.82,USA,1960/01/01,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.51
Malcolm,Harrison,Nürburgring Langstrecken-Serie,GT4,AV Racing by Black Falcon,2026,9,0.82,USA,1965/01/01,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.62,0.65,0.64,0.55
Martin,Kroll,Nürburgring Langstrecken-Serie,GT4,Plusline Motorsport,2026,10,0.82,CHE,1985/01/01,1698,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.41
Maik,Roennefarth,Nürburgring Langstrecken-Serie,GT4,Plusline Motorsport,2026,11,0.76,DEU,1980/01/01,1695,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.42
Stephan,Brodmerkel,Nürburgring Langstrecken-Serie,GT4,W&S Motorsport,2026,12,0.76,DEU,1981/01/01,1692,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.44
Juergen,Voehringer,Nürburgring Langstrecken-Serie,GT4,W&S Motorsport,2026,13,0.76,DEU,1968/01/01,1690,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.46
Danny,Brink,Nürburgring Langstrecken-Serie,GT4,Smyrlis Racing,2026,14,0.76,DEU,1983/1/1,1688,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.51
Aris,Balanian,Nürburgring Langstrecken-Serie,GT4,Cerny Motorsport,2026,15,0.76,BEL,1995/01/01,1685,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.47
Joshua,Bednarski,Nürburgring Langstrecken-Serie,GT4,Cerny Motorsport,2026,16,0.76,FRA,2000/1/1,1682,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.43
Peter,Cate,Nürburgring Langstrecken-Serie,GT4,Cerny Motorsport,2026,17,0.76,GBR,1970/01/01,1680,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.40
Tom,Schuetze,Nürburgring Langstrecken-Serie,GT4,Cerny Motorsport,2026,18,0.76,DEU,1990/01/01,1678,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.45
Richard,Gresek,Nürburgring Langstrecken-Serie,GT4,Plusline Motorsport,2026,19,0.76,DEU,1985/01/01,1675,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.54
Philipp,Gresek,Nürburgring Langstrecken-Serie,GT4,Plusline Motorsport,2026,20,0.76,DEU,1990/01/01,1672,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.40
Hendrik,Still,Nürburgring Langstrecken-Serie,GT4,W&S Motorsport,2026,21,0.70,DEU,1987/01/01,1670,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.55
Constantin,Schoell,Nürburgring Langstrecken-Serie,GT4,W&S Motorsport,2026,22,0.70,AUT,1998/01/01,1668,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.43
Kazuto,Kotaka,Nürburgring Langstrecken-Serie,GT4,Toyo Tires with Ring Racing,2026,23,0.70,JPN,1999/04/17,1665,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.48
Miki,Koyama,Nürburgring Langstrecken-Serie,GT4,Toyo Tires with Ring Racing,2026,24,0.70,JPN,1997/09/05,1662,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.44
Augusto,Farfus,Intercontinental GT Challenge,GT3_Gen2,ROWE Racing,2026,1,0.82,BRA,1983/9/3,1885,0.79,0.81,0.73,0.76,0.78,0.80,0.76,0.80,0.79,0.78,0.74,0.78,0.80,0.79,0.40
Dan,Harper,Intercontinental GT Challenge,GT3_Gen2,ROWE Racing,2026,2,0.82,GBR,2000/12/08,1865,0.77,0.77,0.71,0.74,0.76,0.75,0.74,0.75,0.75,0.74,0.72,0.73,0.75,0.74,0.46
Kelvin,van der Linde,Intercontinental GT Challenge,GT3_Gen2,Team WRT,2026,3,0.82,ZAF,1996/06/20,1900,0.79,0.81,0.73,0.76,0.78,0.77,0.76,0.80,0.77,0.76,0.74,0.78,0.77,0.76,0.46
Valentino,Rossi,Intercontinental GT Challenge,GT3_Gen2,Team WRT,2026,8,0.82,ITA,1979/02/16,1825,0.75,0.75,0.69,0.72,0.74,0.76,0.72,0.73,0.75,0.74,0.70,0.71,0.76,0.75,0.50
Ahmad,Al Harthy,Intercontinental GT Challenge,GT3_Gen2,OQ by Oman Racing,2026,20,0.76,OMN,1981/08/31,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.47
Calan,Williams,Intercontinental GT Challenge,GT3_Gen2,OQ by Oman Racing,2026,17,0.76,AUS,2000/06/30,1745,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.49
Earl,Bamber,Intercontinental GT Challenge,GT3_Gen2,Johor Motorsports Racing,2026,4,0.82,NZL,1990/07/09,1880,0.78,0.78,0.72,0.75,0.77,0.76,0.75,0.76,0.76,0.75,0.73,0.74,0.76,0.75,0.45
Jaxon,Evans,Intercontinental GT Challenge,GT3_Gen2,Johor Motorsports Racing,2026,13,0.76,NZL,1996/09/09,1785,0.72,0.72,0.66,0.69,0.71,0.70,0.69,0.70,0.70,0.69,0.70,0.68,0.70,0.69,0.54
Chaz,Mostert,Intercontinental GT Challenge,GT3_Gen2,Arise Racing GT,2026,5,0.82,AUS,1992/04/10,1870,0.78,0.80,0.74,0.75,0.77,0.76,0.75,0.76,0.76,0.75,0.73,0.74,0.76,0.75,0.46
Brad,Schumacher,Intercontinental GT Challenge,GT3_Gen2,Arise Racing GT,2026,24,0.70,AUS,1997/01/01,1685,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.54
Dennis,Marschall,Intercontinental GT Challenge,GT3_Gen2,Rinaldi Racing,2026,12,0.76,DEU,1996/08/12,1795,0.73,0.73,0.69,0.70,0.72,0.71,0.70,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.48
David,Perel,Intercontinental GT Challenge,GT3_Gen2,Rinaldi Racing,2026,19,0.76,ZAF,1985/05/14,1715,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.56
Nicklas,Nielsen,Intercontinental GT Challenge,GT3_Gen2,AF Corse,2026,6,0.82,DNK,1997/02/06,1850,0.76,0.78,0.70,0.73,0.75,0.77,0.73,0.74,0.76,0.75,0.71,0.72,0.77,0.76,0.51
Alessio,Rovera,Intercontinental GT Challenge,GT3_Gen2,AF Corse,2026,7,0.82,ITA,1995/06/22,1835,0.75,0.75,0.71,0.72,0.74,0.73,0.72,0.73,0.75,0.74,0.70,0.71,0.73,0.72,0.51
Miguel,Molina,Intercontinental GT Challenge,GT3_Gen2,AF Corse,2026,10,0.82,ESP,1989/02/17,1810,0.74,0.74,0.68,0.71,0.73,0.72,0.71,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.53
Lilou,Wadoux,Intercontinental GT Challenge,GT3_Gen2,AF Corse,2026,18,0.76,FRA,2001/04/10,1740,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.41
Rolf,Ineichen,Intercontinental GT Challenge,GT3_Gen2,Kessel Racing,2026,23,0.70,CHE,1978/05/22,1690,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.51
Daniel,Serra,Intercontinental GT Challenge,GT3_Gen2,Kessel Racing,2026,11,0.76,BRA,1984/02/24,1805,0.73,0.73,0.67,0.70,0.72,0.71,0.70,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.51
Christopher,Mies,Intercontinental GT Challenge,GT3_Gen2,Ford Racing,2026,9,0.82,DEU,1989/05/24,1825,0.75,0.77,0.69,0.72,0.74,0.73,0.72,0.76,0.73,0.72,0.70,0.74,0.73,0.72,0.41
Dennis,Olsen,Intercontinental GT Challenge,GT3_Gen2,Ford Racing,2026,14,0.76,NOR,1996/04/14,1780,0.72,0.72,0.68,0.69,0.71,0.70,0.69,0.70,0.70,0.69,0.70,0.68,0.70,0.69,0.40
Frederic,Vervisch,Intercontinental GT Challenge,GT3_Gen2,Ford Racing,2026,15,0.76,BEL,1986/08/10,1775,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.53
Thierry,Vermeulen,Intercontinental GT Challenge,GT3_Gen2,Verstappen.com Racing,2026,21,0.76,NLD,2002/07/26,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.42
Max,Verstappen,Intercontinental GT Challenge,GT3_Gen2,Verstappen.com Racing,2026,16,0.76,NLD,1997/09/30,1860,0.77,0.77,0.73,0.74,0.76,0.75,0.74,0.75,0.75,0.74,0.72,0.73,0.75,0.74,0.56
Lucas,Auer,Intercontinental GT Challenge,GT3_Gen2,Winward Racing,2026,22,0.76,AUT,1994/09/11,1725,0.68,0.70,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.52
Maro,Engel,Intercontinental GT Challenge,GT3_Gen2,Winward Racing,2026,25,0.70,DEU,1985/08/27,1710,0.67,0.69,0.63,0.64,0.66,0.68,0.64,0.68,0.67,0.66,0.70,0.66,0.68,0.67,0.56
Maxime,Martin,Intercontinental GT Challenge,GT3_Gen2,GetSpeed,2026,26,0.70,BEL,1986/03/20,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.40
Fabian,Schiller,Intercontinental GT Challenge,GT3_Gen2,GetSpeed,2026,27,0.70,DEU,1997/10/24,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.62,0.65,0.64,0.56
Patric,Niederhauser,Intercontinental GT Challenge,GT3_Gen2,Rutronik Racing,2026,28,0.70,CHE,1991/10/08,1695,0.66,0.66,0.60,0.63,0.65,0.67,0.63,0.67,0.66,0.65,0.70,0.65,0.67,0.66,0.51
Julien,Andlauer,Intercontinental GT Challenge,GT3_Gen2,Rutronik Racing,2026,29,0.70,FRA,1999/7/5,1690,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.53
Darryl,O'Young,Intercontinental GT Challenge,GT3_Gen2,Craft-Bamboo Racing,2026,30,0.70,HKG,1980/03/26,1685,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.53
Edoardo,Mortara,Intercontinental GT Challenge,GT3_Gen2,Craft-Bamboo Racing,2026,31,0.70,CHE,1987/01/12,1680,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.46
Luca,Stolz,Intercontinental GT Challenge,GT3_Gen2,Mercedes-AMG Team GruppeM,2026,32,0.70,DEU,1995/7/29,1675,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.49
Charles,Weerts,GT World Challenge Europe,GT3_Gen2,Team WRT,2026,1,0.82,BEL,2001/3/1,1885,0.79,0.81,0.73,0.76,0.78,0.80,0.76,0.77,0.77,0.76,0.74,0.75,0.80,0.79,0.48
Valentino,Rossi,GT World Challenge Europe,GT3_Gen2,Team WRT,2026,8,0.82,ITA,1979/02/16,1815,0.74,0.74,0.68,0.71,0.73,0.75,0.71,0.72,0.74,0.73,0.70,0.70,0.75,0.74,0.50
Kelvin,van der Linde,GT World Challenge Europe,GT3_Gen2,Team WRT,2026,2,0.82,ZAF,1996/06/20,1900,0.79,0.81,0.73,0.76,0.78,0.77,0.76,0.80,0.77,0.76,0.74,0.78,0.77,0.76,0.46
Augusto,Farfus,GT World Challenge Europe,GT3_Gen2,Team WRT,2026,10,0.82,BRA,1983/09/03,1795,0.73,0.75,0.67,0.70,0.72,0.74,0.70,0.74,0.73,0.72,0.70,0.72,0.74,0.73,0.40
Nicki,Thiim,GT World Challenge Europe,GT3_Gen2,Comtoyou Racing,2026,5,0.82,DNK,1989/4/17,1840,0.76,0.76,0.70,0.73,0.75,0.74,0.73,0.77,0.76,0.75,0.71,0.75,0.74,0.73,0.57
Marco,Sorensen,GT World Challenge Europe,GT3_Gen2,Comtoyou Racing,2026,9,0.82,DNK,1990/09/06,1805,0.73,0.73,0.67,0.70,0.72,0.74,0.70,0.71,0.71,0.70,0.70,0.69,0.74,0.73,0.40
Simon,Gachet,GT World Challenge Europe,GT3_Gen2,CSA Racing,2026,16,0.76,FRA,1993/10/02,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.56
Arthur,Rougier,GT World Challenge Europe,GT3_Gen2,CSA Racing,2026,18,0.76,FRA,2000/01/04,1720,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.55
Marvin,Kirchhofer,GT World Challenge Europe,GT3_Gen2,Garage 59,2026,6,0.82,DEU,1994/3/19,1825,0.75,0.77,0.69,0.72,0.74,0.73,0.72,0.73,0.73,0.72,0.70,0.71,0.73,0.72,0.51
Louis,Prette,GT World Challenge Europe,GT3_Gen2,Garage 59,2026,23,0.70,MCO,1998/01/01,1685,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.52
Mikey,Porter,GT World Challenge Europe,GT3_Gen2,Optimum Motorsport,2026,25,0.70,GBR,2006/1/1,1675,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.52
Guilherme,Oliveira,GT World Challenge Europe,GT3_Gen2,Optimum Motorsport,2026,22,0.76,PRT,2004/01/01,1695,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.43
Dorian,Boccolacci,GT World Challenge Europe,GT3_Gen2,Boutsen VDS,2026,11,0.76,FRA,1998/09/09,1780,0.72,0.72,0.66,0.69,0.71,0.70,0.69,0.70,0.70,0.69,0.70,0.68,0.70,0.69,0.40
Alessio,Picariello,GT World Challenge Europe,GT3_Gen2,Boutsen VDS,2026,12,0.76,BEL,1993/08/27,1775,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.56
Patric,Niederhauser,GT World Challenge Europe,GT3_Gen2,Rutronik Racing,2026,7,0.82,CHE,1991/10/8,1810,0.74,0.74,0.68,0.71,0.73,0.75,0.71,0.75,0.74,0.73,0.70,0.73,0.75,0.74,0.51
Luca,Engstler,GT World Challenge Europe,GT3_Gen2,Rutronik Racing,2026,15,0.76,DEU,2000/03/08,1745,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.45
Thierry,Vermeulen,GT World Challenge Europe,GT3_Gen2,Verstappen.com Racing,2026,17,0.76,NLD,2002/07/26,1730,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.42
Chris,Lulham,GT World Challenge Europe,GT3_Gen2,Verstappen.com Racing,2026,21,0.76,GBR,2003/01/01,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.62,0.65,0.64,0.40
Thomas,Neubauer,GT World Challenge Europe,GT3_Gen2,AF Corse,2026,13,0.76,FRA,1999/07/08,1765,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.55
