name,surname,championship_name,category,team_name,end_year,expected_standing,team_loyalty,country,dob,elo,race_skill,qualifying_skill,aggression,defending,stamina,consistency,start_reactions,wet_skill,tyre_management,fuel_management,blue_flag_conceding,weather_tyre_changes,avoidance_of_mistakes,avoidance_of_forced_mistakes,setup_downforce,setup_downforce_randomness
Andrea,Montermini,Southern Europe GT Championship,GT1_05,GPC Sport,2005,8,0.78,ITA,1964/05/30,1835,0.74,0.75,0.67,0.71,0.77,0.75,0.70,0.73,0.76,0.75,0.74,0.72,0.76,0.74,0.61,0.11
Rafal,Janus,Southern Europe GT Championship,GT1_05,RAM Racing Team,2005,9,0.78,POL,1974/02/22,1837,0.74,0.75,0.66,0.71,0.77,0.75,0.70,0.74,0.76,0.75,0.76,0.72,0.76,0.74,0.61,0.10
Paolo,Ruberti,Southern Europe GT Championship,GT1_05,Konrad Motorsport,2005,10,0.77,ITA,1975/04/22,1834,0.74,0.74,0.66,0.70,0.76,0.75,0.70,0.73,0.75,0.75,0.75,0.71,0.75,0.74,0.61,0.10
Claude,Terrier,Southern Europe GT Championship,GT2_05,GPC Sport,2005,11,0.76,CHE,1953/08/05,1829,0.73,0.73,0.65,0.69,0.75,0.74,0.69,0.72,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Mauro,Casadei,Southern Europe GT Championship,GT2_05,JMB Racing,2005,12,0.76,ITA,1972/01/01,1827,0.73,0.73,0.65,0.69,0.75,0.74,0.69,0.71,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Jeffrey,Lee,Southern Europe GT Championship,GT2_05,GPC Sport,2005,13,0.75,GBR,1971/02/02,1825,0.72,0.72,0.64,0.69,0.75,0.73,0.68,0.71,0.74,0.73,0.73,0.70,0.74,0.72,0.61,0.12
Loic,Deman,Southern Europe GT Championship,GT2_05,GPC Sport,2005,14,0.75,BEL,1977/10/19,1824,0.72,0.72,0.64,0.68,0.74,0.73,0.68,0.71,0.73,0.73,0.73,0.69,0.73,0.72,0.61,0.12
Duncan,Huisman,Southern Europe GT Championship,GT2_05,Spyker Squadron,2005,15,0.74,NLD,1971/11/11,1822,0.72,0.71,0.63,0.68,0.74,0.73,0.68,0.70,0.73,0.73,0.73,0.69,0.73,0.72,0.61,0.12
Menno,Kuus,Southern Europe GT Championship,GT2_05,Spyker Squadron,2005,16,0.74,NLD,1969/10/05,1821,0.71,0.71,0.63,0.68,0.74,0.72,0.67,0.70,0.73,0.72,0.73,0.69,0.73,0.71,0.61,0.12
Peter,van Merksteijn,Southern Europe GT Championship,GT2_05,Spyker Squadron,2005,17,0.73,NLD,1956/06/10,1819,0.71,0.71,0.62,0.67,0.73,0.72,0.67,0.70,0.72,0.72,0.73,0.68,0.72,0.71,0.61,0.12
Gerold,Ried,Southern Europe GT Championship,GT2_05,Proton Competition,2005,18,0.72,DEU,1959/05/04,1829,0.73,0.72,0.62,0.69,0.75,0.74,0.69,0.73,0.74,0.74,0.80,0.70,0.74,0.73,0.61,0.08
Luigi,Moccia,Southern Europe GT Championship,GT2_05,Ebimotors,2005,19,0.72,ITA,1961/11/16,1825,0.72,0.71,0.61,0.69,0.75,0.73,0.68,0.72,0.74,0.73,0.78,0.70,0.74,0.72,0.61,0.09
Jamie,Derbyshire,Southern Europe GT Championship,GT2_05,Balfe Motorsport,2005,20,0.71,GBR,1977/09/23,1820,0.71,0.71,0.61,0.68,0.74,0.72,0.67,0.71,0.73,0.72,0.77,0.69,0.73,0.71,0.61,0.10
Diego,Romanini,Southern Europe GT Championship,Trofeo_2005,Scuderia Giudici,2005,21,0.71,ITA,1978/12/30,1812,0.70,0.69,0.60,0.66,0.72,0.71,0.66,0.68,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Gianni,Giudici,Southern Europe GT Championship,Trofeo_2005,Scuderia Giudici,2005,22,0.70,ITA,1946/03/10,1811,0.69,0.68,0.60,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Raffaele,Raimondi,Southern Europe GT Championship,Trofeo_2005,Scuderia Giudici,2005,23,0.70,ITA,1968/10/31,1809,0.69,0.68,0.59,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Miroslav,Konopka,Southern Europe GT Championship,Trofeo_2005,ARC Bratislava,2005,24,0.69,GBR,1962/01/21,1812,0.70,0.69,0.59,0.66,0.72,0.71,0.66,0.69,0.71,0.71,0.76,0.67,0.71,0.70,0.61,0.10
Luca,Moro,Southern Europe GT Championship,Trofeo_2005,Lammertink Racing,2005,25,0.69,ITA,1973/02/27,1811,0.69,0.68,0.58,0.66,0.72,0.70,0.65,0.69,0.71,0.70,0.76,0.67,0.71,0.69,0.61,0.10
Ben,Collins,Southern Europe GT Championship,Trofeo_2005,Embassy Racing,2005,26,0.68,GBR,1975/02/13,1805,0.68,0.67,0.58,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.74,0.66,0.70,0.68,0.61,0.11
Bas,Leinders,Northern Europe GT Championship,GTR_04,Belgian Racing,2005,1,0.82,BEL,1975/07/16,1851,0.77,0.78,0.70,0.74,0.80,0.78,0.73,0.77,0.79,0.78,0.76,0.75,0.79,0.77,0.61,0.10
Renaud,Kuppens,Northern Europe GT Championship,GTR_04,Belgian Racing,2005,2,0.81,BEL,1967/01/01,1848,0.76,0.78,0.70,0.73,0.79,0.77,0.72,0.76,0.78,0.77,0.75,0.74,0.78,0.76,0.61,0.10
Jerome,d'Ambrosio,Northern Europe GT Championship,GTR_04,Belgian Racing,2005,3,0.81,BEL,1985/12/27,1842,0.75,0.76,0.69,0.72,0.78,0.76,0.71,0.74,0.77,0.76,0.73,0.73,0.77,0.75,0.61,0.12
Sylvie,Delcour,Northern Europe GT Championship,GTR_04,Belgian Racing,2005,4,0.80,BEL,1975/11/14,1840,0.75,0.76,0.69,0.72,0.78,0.76,0.71,0.74,0.77,0.76,0.73,0.73,0.77,0.75,0.61,0.12
Josef,Wenger,Northern Europe GT Championship,GTR_04,DÃ¶rr Motorsport,2005,5,0.80,DEU,1970/01/01,1839,0.75,0.76,0.68,0.71,0.77,0.76,0.71,0.73,0.76,0.76,0.73,0.72,0.76,0.75,0.61,0.12
Martin,Panther,Northern Europe GT Championship,GTR_04,DÃ¶rr Motorsport,2005,6,0.79,DEU,1970/01/01,1837,0.74,0.75,0.68,0.71,0.77,0.75,0.70,0.73,0.76,0.75,0.73,0.72,0.76,0.74,0.61,0.12
Jens,Reno Møller,Northern Europe GT Championship,GT1_05,Lister Racing,2005,7,0.79,DNK,1971/01/14,1835,0.74,0.75,0.67,0.71,0.77,0.75,0.70,0.73,0.76,0.75,0.73,0.72,0.76,0.74,0.61,0.12
Vincent,Vosse,Northern Europe GT Championship,GT1_05,Larbre Compétition,2005,8,0.78,BEL,1972/01/05,1835,0.74,0.75,0.67,0.71,0.77,0.75,0.70,0.73,0.76,0.75,0.74,0.72,0.76,0.74,0.61,0.11
Jamie,Campell-Walter,Northern Europe GT Championship,GT1_05,Russian Age Racing,2005,9,0.78,GBR,1972/12/16,1832,0.73,0.74,0.66,0.70,0.76,0.74,0.69,0.72,0.75,0.74,0.73,0.71,0.75,0.73,0.61,0.12
Hubert,Haupt,Northern Europe GT Championship,GT1_05,Wieth Racing,2005,10,0.77,DEU,1960/01/01,1830,0.73,0.74,0.66,0.70,0.76,0.74,0.69,0.72,0.75,0.74,0.73,0.71,0.75,0.73,0.61,0.12
Stephane,Sarrazin,Northern Europe GT Championship,GT1_05,Prodrive,2005,11,0.76,FRA,1974/11/02,1829,0.73,0.73,0.65,0.69,0.75,0.74,0.69,0.72,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Frederic,Dor,Northern Europe GT Championship,GT1_05,Convers Team,2005,12,0.76,CHE,1970/01/01,1827,0.73,0.73,0.65,0.69,0.75,0.74,0.69,0.71,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Antonin,Herbeck,Northern Europe GT Championship,GT1_05,Rock Media Motors,2005,13,0.75,CZE,1970/01/01,1825,0.72,0.72,0.64,0.69,0.75,0.73,0.68,0.71,0.74,0.73,0.73,0.70,0.74,0.72,0.61,0.12
Jean-Denis,Deletraz,Northern Europe GT Championship,GT1_05,GPC Sport,2005,14,0.75,CHE,1967/01/01,1836,0.74,0.74,0.64,0.71,0.77,0.75,0.70,0.75,0.76,0.75,0.80,0.72,0.76,0.74,0.61,0.08
Pierre,Perret,Northern Europe GT Championship,GT1_05,Paul Belmondo Racing,2005,15,0.74,FRA,1970/01/01,1825,0.72,0.72,0.63,0.69,0.75,0.73,0.68,0.71,0.74,0.73,0.74,0.70,0.74,0.72,0.61,0.11
Thomas,Biagi,Northern Europe GT Championship,GT1_05,Bartels Motor&Sport,2005,16,0.74,ITA,1976/05/07,1832,0.73,0.73,0.63,0.70,0.76,0.74,0.69,0.74,0.75,0.74,0.80,0.71,0.75,0.73,0.61,0.08
Manfred,Jurasz,Northern Europe GT Championship,GT2_05,Renauer Motorsport,2005,17,0.73,AUT,1944/06/04,1820,0.71,0.71,0.62,0.68,0.74,0.72,0.67,0.70,0.73,0.72,0.74,0.69,0.73,0.71,0.61,0.11
Antonio,de Castro,Northern Europe GT Championship,GT2_05,AB Motorsport,2005,18,0.72,ITA,1950/06/12,1817,0.71,0.70,0.62,0.67,0.73,0.72,0.67,0.69,0.72,0.72,0.73,0.68,0.72,0.71,0.61,0.12
Daniel,Model,Northern Europe GT Championship,GT2_05,Autorlando Sport,2005,19,0.72,CHE,1970/01/01,1816,0.70,0.70,0.61,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.73,0.68,0.72,0.70,0.61,0.12
Matthew,Marsh,Northern Europe GT Championship,GT2_05,Noble Group,2005,20,0.71,GBR,1968/09/24,1814,0.70,0.69,0.61,0.66,0.72,0.71,0.66,0.69,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Andrej,Studenic,Northern Europe GT Championship,GT2_05,Machanek Racing,2005,21,0.71,GBR,1977/06/18,1812,0.70,0.69,0.60,0.66,0.72,0.71,0.66,0.68,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Istvan,Racz,Northern Europe GT Championship,GT2_05,Machanek Racing,2005,22,0.70,HUN,1980/01/23,1811,0.69,0.68,0.60,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Richard,Dean,Northern Europe GT Championship,GT2_05,Team LNT,2005,23,0.70,GBR,1965/10/07,1809,0.69,0.68,0.59,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Ian,Khan,Northern Europe GT Championship,GT2_05,JVG Racing,2005,24,0.69,GBR,1960/05/12,1807,0.69,0.68,0.59,0.65,0.71,0.70,0.65,0.67,0.70,0.70,0.73,0.66,0.70,0.69,0.61,0.12
David,Jones,Northern Europe GT Championship,GT2_05,Team Eurotech,2005,25,0.69,GBR,1953/03/22,1806,0.68,0.67,0.58,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.73,0.66,0.70,0.68,0.61,0.12
Michael,Caine,Northern Europe GT Championship,GT2_05,Team Eurotech,2005,26,0.68,GBR,1970/08/13,1804,0.68,0.67,0.58,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.73,0.66,0.70,0.68,0.61,0.12
